model_type,trial_id,session_id,instruction,true_label,answer,prediction_count,usable_prediction_count,insufficient_data_count,mean_probability,max_probability,final_smoothed_probability,final_risk_category,mean_latency_ms,max_latency_ms
causal_tcn,T030,S004,lie,1,no,3,3,0,0.48768020669619244,0.5110139846801758,0.48768020669619244,medium,15.41303334912906,20.360700029414147
causal_tcn,T031,S004,lie,1,no,4,4,0,0.494062602519989,0.5145537853240967,0.4872322082519531,medium,17.47232499474194,24.910800042562187
causal_tcn,T032,S004,lie,1,no,4,4,0,0.49177713692188263,0.5206307768821716,0.48215925693511963,medium,17.29682501172647,26.09990001656115
causal_tcn,T033,S005,truth,0,yes,5,5,0,0.4915465533733368,0.5265821814537048,0.48636552691459656,medium,17.849620000924915,24.84190004179254
causal_tcn,T034,S005,lie,1,no,3,3,0,0.4924259086449941,0.5235425233840942,0.4924259086449941,medium,12.999033322557807,17.88900000974536
causal_tcn,T035,S005,lie,1,no,5,5,0,0.4829643189907074,0.501732587814331,0.4830181300640106,medium,20.649279979988933,38.808299985248595
causal_tcn,T036,S005,lie,1,no,6,6,0,0.47909294565518695,0.5160324573516846,0.4688774645328522,medium,18.54778331471607,28.087300015613437
causal_tcn,T037,S005,lie,1,no,3,3,0,0.49519790212313336,0.5226742029190063,0.49519790212313336,medium,12.296866644949963,15.029700007289648
causal_tcn,T038,S005,truth,0,yes,3,3,0,0.493960162003835,0.5194362998008728,0.493960162003835,medium,13.13926667595903,17.184700001962483
causal_tcn,T039,S005,truth,0,yes,3,3,0,0.5043733616669973,0.5370777249336243,0.5043733616669973,medium,12.922099985492727,17.67969998763874
causal_tcn,T040,S005,truth,0,yes,3,3,0,0.510965476433436,0.5345550179481506,0.510965476433436,medium,12.25176667018483,14.24280001083389
causal_tcn,T041,S007,lie,1,yes,5,5,0,0.4908652603626251,0.5130338072776794,0.4786125322182973,medium,29.06301999464631,80.47230000374839
causal_tcn,T042,S007,truth,0,yes,9,9,0,0.4871489107608795,0.540687620639801,0.47539124886194867,medium,22.745388883372975,34.74540001479909
causal_tcn,T043,S007,lie,1,timeout,10,10,0,0.49281818270683286,0.5274121165275574,0.49171305696169537,medium,24.25794998416677,33.65319996373728
causal_tcn,T044,S007,truth,0,yes,6,6,0,0.483117272456487,0.5135418176651001,0.47518519560496014,medium,19.168216686618205,26.851500035263598
causal_tcn,T045,S007,lie,1,no,5,5,0,0.4891651153564453,0.5205633044242859,0.4783121446768443,medium,15.954640018753707,22.86110003478825
causal_tcn,T046,S007,truth,0,no,9,9,0,0.4824635585149129,0.5248087048530579,0.4858526786168416,medium,22.585599987198496,34.72719999263063
causal_tcn,T047,S007,lie,1,no,4,4,0,0.4809119626879692,0.5157220959663391,0.4693085849285126,medium,14.447775014559738,19.739100011065602
causal_tcn,T048,S007,truth,0,yes,3,3,0,0.4988976716995239,0.5190606117248535,0.4988976716995239,medium,12.805200007278472,17.0885999687016
